"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10482868"	"0.0258586"	"2.51e-03"	"-4.2841006"	"-1.709369"	"-0.48043959"	"Wdsub1"	"WD repeat, SAM and U-box domain containing 1"
"10584841"	"0.0258586"	"2.51e-03"	"-4.2839579"	"-1.709576"	"-0.46030097"	"Amica1"	"adhesion molecule, interacts with CXADR antigen 1"
"10571824"	"0.0258586"	"2.51e-03"	"-4.2837992"	"-1.709806"	"-0.75531707"	"Gm10674"	"predicted gene 10674"
"10412760"	"0.0258615"	"2.51e-03"	"-4.2834591"	"-1.7103"	"-0.70651541"	"Il3ra"	"interleukin 3 receptor, alpha chain"
"10357875"	"0.0258651"	"2.52e-03"	"-4.2830988"	"-1.710823"	"-0.49591596"	"Btg2"	"B cell translocation gene 2, anti-proliferative"
"10413152"	"0.0258764"	"2.52e-03"	"4.2825234"	"-1.711657"	"0.81592562"	"1700112E06Rik"	"RIKEN cDNA 1700112E06 gene"
"10553324"	"0.0258777"	"2.52e-03"	"-4.2822291"	"-1.712084"	"-0.59346319"	"Tmem86a"	"transmembrane protein 86A"
"10461354"	"0.0258998"	"2.52e-03"	"4.2813534"	"-1.713355"	"0.45236973"	"Tut1"	"terminal uridylyl transferase 1, U6 snRNA-specific"
"10398751"	"0.0259045"	"2.52e-03"	"-4.2809639"	"-1.71392"	"-0.47505637"	"Zfyve21"	"zinc finger, FYVE domain containing 21"
"10500253"	"0.0259216"	"2.53e-03"	"4.2802285"	"-1.714987"	"0.5602058"	"Prpf3"	"pre-mRNA processing factor 3"
"10363762"	"0.0259376"	"2.53e-03"	"4.2795228"	"-1.716011"	"0.4310781"	"Tmem26"	"transmembrane protein 26"
"10440292"	"0.0259391"	"2.53e-03"	"4.2792232"	"-1.716446"	"0.46986366"	""	""
"10384123"	"0.0260424"	"2.54e-03"	"4.2759219"	"-1.721238"	"0.49673997"	"Ddx56"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 56"
"10452468"	"0.0260424"	"2.54e-03"	"4.27583"	"-1.721372"	"0.60712463"	""	""
"10378802"	"0.0260628"	"2.54e-03"	"-4.2750036"	"-1.722572"	"-0.49197039"	"Blmh"	"bleomycin hydrolase"
"10588876"	"0.0260638"	"2.55e-03"	"-4.2744456"	"-1.723382"	"-0.40574324"	"Nicn1"	"nicolin 1"
"10579181"	"0.0260638"	"2.55e-03"	"-4.2744047"	"-1.723441"	"-0.38328941"	"Rfxank"	"regulatory factor X-associated ankyrin-containing protein"
"10516678"	"0.0260638"	"2.55e-03"	"4.2742043"	"-1.723732"	"0.45292392"	"Kpna6"	"karyopherin (importin) alpha 6"
"10545117"	"0.0261046"	"2.55e-03"	"-4.2728161"	"-1.725748"	"-0.4306748"	"Vmn1r12///Vmn1r34///Vmn1r32///Vmn1r33///Vmn1r38///Vmn1r35///Vmn1r36///Vmn1r37"	"vomeronasal 1 receptor 12///vomeronasal 1 receptor 34///vomeronasal 1 receptor 32///vomeronasal 1 receptor 33///vomeronasal 1 receptor 38///vomeronasal 1 receptor 35///vomeronasal 1 receptor 36///vomeronasal 1 receptor 37"
"10602385"	"0.0261284"	"2.56e-03"	"4.271692"	"-1.727381"	"0.8377632"	"Pfkfb1"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"10385583"	"0.0261284"	"2.56e-03"	"-4.2716436"	"-1.727451"	"-0.74668953"	"Ltc4s"	"leukotriene C4 synthase"
"10605370"	"0.0262253"	"2.57e-03"	"-4.2683726"	"-1.732203"	"-0.42649495"	"Mpp1"	"membrane protein, palmitoylated"
"10594652"	"0.0262253"	"2.57e-03"	"4.2682884"	"-1.732325"	"0.63060727"	"Lactb"	"lactamase, beta"
"10350015"	"0.0262253"	"2.57e-03"	"-4.2681934"	"-1.732463"	"-0.41004196"	"Adipor1"	"adiponectin receptor 1"
"10557862"	"0.0262641"	"2.57e-03"	"4.2668382"	"-1.734432"	"0.41318922"	"Itgam"	"integrin alpha M"
"10350392"	"0.0262641"	"2.57e-03"	"-4.2666134"	"-1.734759"	"-0.79803365"	"Aspm"	"asp (abnormal spindle)-like, microcephaly associated (Drosophila)"
"10576124"	"0.0262736"	"2.58e-03"	"4.2660939"	"-1.735514"	"0.45460281"	"Ctu2"	"cytosolic thiouridylase subunit 2"
"10378637"	"0.0262948"	"2.58e-03"	"4.2652555"	"-1.736732"	"0.86866914"	"Scarf1"	"scavenger receptor class F, member 1"
"10487267"	"0.0263084"	"2.58e-03"	"4.2643726"	"-1.738015"	"0.58859208"	"Polr2l"	"polymerase (RNA) II (DNA directed) polypeptide L"
"10415574"	"0.0263084"	"2.58e-03"	"-4.2643696"	"-1.73802"	"-0.72100917"	"Ccni"	"cyclin I"
"10538892"	"0.0263634"	"2.59e-03"	"-4.2626043"	"-1.740586"	"-0.42915614"	"Notch4///Sympk"	"notch 4///symplekin"
"10407392"	"0.0264088"	"2.59e-03"	"4.2611043"	"-1.742766"	"0.53618354"	"Fam208b"	"family with sequence similarity 208, member B"
"10361642"	"0.0264254"	"2.60e-03"	"4.2603937"	"-1.743799"	"0.61779748"	"Lrp11"	"low density lipoprotein receptor-related protein 11"
"10418898"	"0.0264385"	"2.60e-03"	"-4.2595723"	"-1.744994"	"-0.56587299"	"Npy4r"	"neuropeptide Y receptor Y4"
"10441107"	"0.0264385"	"2.60e-03"	"4.2595273"	"-1.745059"	"0.512513"	"Psmg1"	"proteasome (prosome, macropain) assembly chaperone 1"
"10394735"	"0.0264757"	"2.60e-03"	"4.2582559"	"-1.746908"	"0.47835265"	"Pdia6"	"protein disulfide isomerase associated 6"
"10394674"	"0.0264846"	"2.61e-03"	"4.2577564"	"-1.747635"	"0.78030212"	"Socs2"	"suppressor of cytokine signaling 2"
"10585874"	"0.0264858"	"2.61e-03"	"-4.2574685"	"-1.748053"	"-0.41398788"	"Hexa"	"hexosaminidase A"
"10458398"	"0.0265017"	"2.61e-03"	"4.2567811"	"-1.749053"	"0.43790558"	"Hars"	"histidyl-tRNA synthetase"
"10355536"	"0.0265081"	"2.61e-03"	"-4.256353"	"-1.749676"	"-0.59065813"	"Tns1"	"tensin 1"
"10583519"	"0.0265461"	"2.62e-03"	"4.2550639"	"-1.751551"	"0.58614053"	"Icam1///Icam1"	"intercellular adhesion molecule 1///intercellular adhesion molecule 1"
"10395466"	"0.0266938"	"2.63e-03"	"4.2507992"	"-1.757756"	"0.46956147"	"Dock4"	"dedicator of cytokinesis 4"
"10471721"	"0.0266991"	"2.63e-03"	"-4.250354"	"-1.758404"	"-0.68920422"	"Ptgs1"	"prostaglandin-endoperoxide synthase 1"
"10507471"	"0.0266991"	"2.63e-03"	"4.2501495"	"-1.758702"	"0.55025629"	""	""
"10600973"	"0.0267161"	"2.64e-03"	"-4.2492821"	"-1.759964"	"-0.39144303"	"Igbp1"	"immunoglobulin (CD79A) binding protein 1"
"10373684"	"0.0267161"	"2.64e-03"	"-4.2491804"	"-1.760112"	"-0.59227063"	"Vmn2r121///Gm14496///Vmn2r88///Vmn2r87///Vmn2r86///Vmn2r84///Vmn2r85///Vmn2r17///Vmn2r16///A330087I24///Vmn2r-ps159///Vmn2r122///Vmn2r89///Vmn2r123"	"vomeronasal 2, receptor 121///predicted gene 14496///vomeronasal 2, receptor 88///vomeronasal 2, receptor 87///vomeronasal 2, receptor 86///vomeronasal 2, receptor 84///vomeronasal 2, receptor 85///vomeronasal 2, receptor 17///vomeronasal 2, receptor 16///uncharacterized protein A330087I24///vomeronasal 2, receptor, pseudogene 159///vomeronasal 2, receptor, 122///vomeronasal 2, receptor 89///vomeronasal 2, receptor 123"
"10595604"	"0.0267277"	"2.64e-03"	"4.2484632"	"-1.761156"	"0.57399724"	"Syncrip"	"synaptotagmin binding, cytoplasmic RNA interacting protein"
"10473356"	"0.0267277"	"2.64e-03"	"4.2483606"	"-1.761306"	"0.54218651"	"Ube2l6"	"ubiquitin-conjugating enzyme E2L 6"
"10370644"	"0.0267558"	"2.64e-03"	"4.2473471"	"-1.762781"	"0.80829332"	"Prss57"	"protease, serine 57"
"10361139"	"0.0267699"	"2.65e-03"	"-4.2467137"	"-1.763703"	"-0.52913343"	"Traf5"	"TNF receptor-associated factor 5"
"10372917"	"0.02683"	"2.65e-03"	"4.2446017"	"-1.766778"	"0.5403998"	"Tmem5"	"transmembrane protein 5"
"10588942"	"0.02683"	"2.65e-03"	"-4.2445894"	"-1.766796"	"-0.59599202"	"Lamb2"	"laminin, beta 2"
"10579913"	"0.0268327"	"2.66e-03"	"-4.2441681"	"-1.76741"	"-0.53903103"	"4930505O20Rik"	"RIKEN cDNA 4930505O20 gene"
"10357594"	"0.0268327"	"2.66e-03"	"-4.2440103"	"-1.767639"	"-0.41710761"	"Rassf5"	"Ras association (RalGDS/AF-6) domain family member 5"
"10531290"	"0.0268764"	"2.66e-03"	"-4.2424867"	"-1.769858"	"-0.54780553"	"Rchy1"	"ring finger and CHY zinc finger domain containing 1"
"10519151"	"0.0268764"	"2.66e-03"	"-4.24233"	"-1.770087"	"-0.52848069"	"Mib2"	"mindbomb E3 ubiquitin protein ligase 2"
"10476617"	"0.0268827"	"2.66e-03"	"4.2419086"	"-1.7707"	"0.46654263"	""	""
"10398936"	"0.0269154"	"2.67e-03"	"-4.2407794"	"-1.772345"	"-0.41733769"	"Pacs2"	"phosphofurin acidic cluster sorting protein 2"
"10504912"	"0.0269184"	"2.67e-03"	"-4.2404464"	"-1.77283"	"-1.24848425"	""	""
"10535532"	"0.0269416"	"2.67e-03"	"-4.2395733"	"-1.774102"	"-0.45204959"	"Tecpr1"	"tectonin beta-propeller repeat containing 1"
"10403743"	"0.0269486"	"2.67e-03"	"4.2390799"	"-1.774821"	"1.89122526"	"Inhba///Inhba"	"inhibin beta-A///inhibin beta-A"
"10437364"	"0.0269486"	"2.67e-03"	"-4.23888"	"-1.775112"	"-0.55193075"	"Adcy9"	"adenylate cyclase 9"
"10345580"	"0.0269809"	"2.68e-03"	"-4.2377638"	"-1.776739"	"-0.40193666"	"Inpp4a"	"inositol polyphosphate-4-phosphatase, type I"
"10517421"	"0.0269841"	"2.68e-03"	"-4.2374275"	"-1.777229"	"-0.5652949"	"Pnrc2"	"proline-rich nuclear receptor coactivator 2"
"10405853"	"0.0270227"	"2.68e-03"	"-4.2361453"	"-1.779097"	"-0.4927171"	"Zfp369"	"zinc finger protein 369"
"10483025"	"0.0270594"	"2.69e-03"	"4.2349144"	"-1.780891"	"0.45690769"	"Rbms1"	"RNA binding motif, single stranded interacting protein 1"
"10515830"	"0.0271326"	"2.70e-03"	"-4.2324953"	"-1.784418"	"-0.6298982"	"Olfr1335///Olfr1328///Olfr1330///Olfr1337///Olfr1333///Olfr1338///Olfr1329///Olfr1331"	"olfactory receptor 1335///olfactory receptor 1328///olfactory receptor 1330///olfactory receptor 1337///olfactory receptor 1333///olfactory receptor 1338///olfactory receptor 1329///olfactory receptor 1331"
"10514896"	"0.0271326"	"2.70e-03"	"-4.2324642"	"-1.784463"	"-0.4132547"	"Tceanc2"	"transcription elongation factor A (SII) N-terminal and central domain containing 2"
"10525804"	"0.0271916"	"2.71e-03"	"4.2303562"	"-1.787537"	"0.38302833"	"Atp6v0a2"	"ATPase, H+ transporting, lysosomal V0 subunit A2"
"10473432"	"0.0271916"	"2.71e-03"	"-4.2302052"	"-1.787757"	"-0.47987063"	"Tnks1bp1"	"tankyrase 1 binding protein 1"
"10505071"	"0.0271916"	"2.71e-03"	"4.2297324"	"-1.788446"	"0.42402846"	"Tmem38b"	"transmembrane protein 38B"
"10531529"	"0.0271916"	"2.71e-03"	"-4.229666"	"-1.788543"	"-0.4426101"	"Cnot6l"	"CCR4-NOT transcription complex, subunit 6-like"
"10498332"	"0.0271916"	"2.71e-03"	"4.2296422"	"-1.788578"	"0.46469416"	"Siah2"	"seven in absentia 2"
"10452047"	"0.0271918"	"2.71e-03"	"-4.229386"	"-1.788951"	"-0.52411065"	"Ptprs"	"protein tyrosine phosphatase, receptor type, S"
"10361007"	"0.0272179"	"2.71e-03"	"4.2284437"	"-1.790325"	"0.62428588"	"Smyd2"	"SET and MYND domain containing 2"
"10474700"	"0.0272362"	"2.72e-03"	"4.2277099"	"-1.791396"	"1.14588255"	"Thbs1"	"thrombospondin 1"
"10603182"	"0.0272614"	"2.72e-03"	"-4.2267927"	"-1.792734"	"-0.49221399"	"Arhgap6"	"Rho GTPase activating protein 6"
"10369252"	"0.0272804"	"2.72e-03"	"-4.2260388"	"-1.793833"	"-0.5369516"	"Sept10"	"septin 10"
"10476952"	"0.0273054"	"2.73e-03"	"4.2251302"	"-1.795159"	"0.46857282"	"Entpd6"	"ectonucleoside triphosphate diphosphohydrolase 6"
"10410252"	"0.0273256"	"2.73e-03"	"-4.2243476"	"-1.796301"	"-0.48158995"	"Vmn2r121///Vmn2r88///Vmn2r87///Vmn2r86///Vmn2r84///Vmn2r85///Vmn2r17///Vmn2r16///Vmn2r-ps159///Vmn2r122///Vmn2r89///Vmn2r123"	"vomeronasal 2, receptor 121///vomeronasal 2, receptor 88///vomeronasal 2, receptor 87///vomeronasal 2, receptor 86///vomeronasal 2, receptor 84///vomeronasal 2, receptor 85///vomeronasal 2, receptor 17///vomeronasal 2, receptor 16///vomeronasal 2, receptor, pseudogene 159///vomeronasal 2, receptor, 122///vomeronasal 2, receptor 89///vomeronasal 2, receptor 123"
"10353034"	"0.0273277"	"2.73e-03"	"4.223842"	"-1.797038"	"1.21075802"	"Snord87"	"small nucleolar RNA, C/D box 87"
"10567657"	"0.0273277"	"2.73e-03"	"4.2237918"	"-1.797112"	"0.41506853"	"Ndufab1"	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1"
"10407126"	"0.0273389"	"2.73e-03"	"4.2230034"	"-1.798262"	"0.6245599"	"Plk2"	"polo-like kinase 2"
"10574641"	"0.0273389"	"2.73e-03"	"-4.2229959"	"-1.798273"	"-0.45995166"	"D230025D16Rik"	"RIKEN cDNA D230025D16 gene"
"10348004"	"0.0274251"	"2.74e-03"	"4.2204813"	"-1.801943"	"0.48409649"	"Psmd1"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
"10590263"	"0.0274667"	"2.75e-03"	"4.219139"	"-1.803902"	"0.8159668"	""	""
"10568731"	"0.0274798"	"2.75e-03"	"-4.2185459"	"-1.804768"	"-0.76459407"	""	""
"10449051"	"0.027494"	"2.75e-03"	"4.2179269"	"-1.805671"	"0.39113728"	"Stub1"	"STIP1 homology and U-Box containing protein 1"
"10543004"	"0.0275238"	"2.76e-03"	"-4.216898"	"-1.807174"	"-0.40733926"	"Pon2"	"paraoxonase 2"
"10488108"	"0.0275654"	"2.76e-03"	"4.215561"	"-1.809126"	"0.81174383"	"Esf1"	"ESF1 nucleolar pre-rRNA processing protein homolog"
"10410560"	"0.0275749"	"2.76e-03"	"4.2150648"	"-1.80985"	"0.92307541"	"Trip13"	"thyroid hormone receptor interactor 13"
"10510162"	"0.0276094"	"2.77e-03"	"-4.2139153"	"-1.811529"	"-0.52548505"	"Ppp2r5a"	"protein phosphatase 2, regulatory subunit B', alpha"
"10581612"	"0.0276502"	"2.78e-03"	"4.212243"	"-1.813971"	"0.42496377"	"Dhodh"	"dihydroorotate dehydrogenase"
"10410248"	"0.0276502"	"2.78e-03"	"-4.2121541"	"-1.814101"	"-0.66515337"	"Zfp640///2410141K09Rik"	"zinc finger protein 640///RIKEN cDNA 2410141K09 gene"
"10571274"	"0.0276502"	"2.78e-03"	"4.2121063"	"-1.814171"	"0.56149671"	"Gsr"	"glutathione reductase"
"10573434"	"0.0276814"	"2.78e-03"	"4.2109679"	"-1.815834"	"0.42254848"	"Farsa"	"phenylalanyl-tRNA synthetase, alpha subunit"
"10449303"	"0.0276814"	"2.78e-03"	"4.2107997"	"-1.81608"	"0.44497866"	"Bak1"	"BCL2-antagonist/killer 1"
"10535683"	"0.0276826"	"2.78e-03"	"-4.2105198"	"-1.816489"	"-0.58714981"	"Cyp3a41b///Cyp3a44///Cyp3a41a///Cyp3a11"	"cytochrome P450, family 3, subfamily a, polypeptide 41B///cytochrome P450, family 3, subfamily a, polypeptide 44///cytochrome P450, family 3, subfamily a, polypeptide 41A///cytochrome P450, family 3, subfamily a, polypeptide 11"
"10569441"	"0.0277008"	"2.78e-03"	"4.2097999"	"-1.81754"	"0.46233449"	"Nap1l4"	"nucleosome assembly protein 1-like 4"
"10570144"	"0.027743"	"2.79e-03"	"4.2084394"	"-1.819528"	"0.50316819"	"Arhgef7"	"Rho guanine nucleotide exchange factor (GEF7)"
"10373093"	"0.027743"	"2.79e-03"	"-4.2082074"	"-1.819867"	"-0.45845057"	"Dtx3"	"deltex 3, E3 ubiquitin ligase"
"10569168"	"0.0277571"	"2.79e-03"	"4.2075955"	"-1.820762"	"0.45269629"	"Slc25a22"	"solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
"10515257"	"0.0278156"	"2.80e-03"	"4.2058354"	"-1.823334"	"0.90311593"	"Rad54l"	"RAD54 like (S. cerevisiae)"
"10408629"	"0.0278297"	"2.80e-03"	"4.2051405"	"-1.824349"	"0.78222407"	"Pxdc1"	"PX domain containing 1"
"10416082"	"0.0278297"	"2.80e-03"	"4.2049746"	"-1.824592"	"0.49782989"	"Trim35"	"tripartite motif-containing 35"
"10447190"	"0.0278495"	"2.81e-03"	"-4.2042161"	"-1.825701"	"-0.58208928"	"Plekhh2"	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2"
"10372877"	"0.0278687"	"2.81e-03"	"4.2034731"	"-1.826787"	"0.78203468"	"Xpot"	"exportin, tRNA (nuclear export receptor for tRNAs)"
"10376685"	"0.0279314"	"2.82e-03"	"4.2016112"	"-1.829509"	"0.46276994"	"Alkbh5"	"alkB homolog 5, RNA demethylase"
"10607832"	"0.027962"	"2.82e-03"	"-4.2005781"	"-1.83102"	"-0.49816696"	"Rab9"	"RAB9, member RAS oncogene family"
"10423505"	"0.0280385"	"2.83e-03"	"-4.1983689"	"-1.83425"	"-1.09514317"	"Cmbl"	"carboxymethylenebutenolidase-like (Pseudomonas)"
"10461093"	"0.0281055"	"2.84e-03"	"-4.1963259"	"-1.837239"	"-0.5046765"	"Pla2g16"	"phospholipase A2, group XVI"
"10465912"	"0.0281055"	"2.84e-03"	"4.1961617"	"-1.837479"	"0.60571959"	"Fen1"	"flap structure specific endonuclease 1"
"10349724"	"0.0281093"	"2.84e-03"	"-4.1958156"	"-1.837985"	"-0.50093959"	"Rab29"	"RAB29, member RAS oncogene family"
"10562368"	"0.0281142"	"2.84e-03"	"-4.1954455"	"-1.838527"	"-0.40289421"	"4931406P16Rik"	"RIKEN cDNA 4931406P16 gene"
"10400883"	"0.0281672"	"2.85e-03"	"4.1938476"	"-1.840865"	"0.74893197"	"Timm9"	"translocase of inner mitochondrial membrane 9"
"10501358"	"0.0281946"	"2.85e-03"	"4.1929028"	"-1.842247"	"0.41282699"	"Sars"	"seryl-aminoacyl-tRNA synthetase"
"10479217"	"0.0281961"	"2.85e-03"	"-4.1926187"	"-1.842663"	"-0.39889541"	"Zfp965///Zfp967///Zfp966///Gm14326///Gm14391///Zfp970///Gm14430///Zfp971///Gm6710///Zfp973///Gm14403///Zfp931///Gm14325///Gm14440///Gm14327"	"zinc finger protein 965///zinc finger protein 967///zinc finger protein 966///predicted gene 14326///predicted gene 14391///zinc finger protein 970///predicted gene 14430///zinc finger protein 971///predicted gene 6710///zinc finger protein 973///predicted gene 14403///zinc finger protein 931///predicted gene 14325///predicted gene 14440///predicted gene 14327"
"10504743"	"0.0282948"	"2.86e-03"	"4.1898627"	"-1.846697"	"0.49306976"	"Nans"	"N-acetylneuraminic acid synthase (sialic acid synthase)"
"10370544"	"0.0283101"	"2.87e-03"	"-4.1892301"	"-1.847623"	"-0.50230464"	"2610008E11Rik"	"RIKEN cDNA 2610008E11 gene"
"10452766"	"0.0283243"	"2.87e-03"	"-4.1884873"	"-1.84871"	"-0.42146651"	""	""
"10557808"	"0.0283243"	"2.87e-03"	"-4.1883523"	"-1.848908"	"-0.49715596"	"Zfp646"	"zinc finger protein 646"
"10391100"	"0.0283243"	"2.87e-03"	"4.1881331"	"-1.849229"	"0.44605691"	"Atp5g1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)"
"10481474"	"0.0283243"	"2.87e-03"	"-4.1878873"	"-1.849588"	"-0.39333692"	"Crat"	"carnitine acetyltransferase"
"10544497"	"0.0283432"	"2.87e-03"	"4.187164"	"-1.850647"	"0.53039863"	"Tarbp2"	"TARBP2, RISC loading complex RNA binding subunit"
"10364251"	"0.0283552"	"2.88e-03"	"4.1866147"	"-1.851452"	"0.46092181"	"Pofut2"	"protein O-fucosyltransferase 2"
"10415377"	"0.0283588"	"2.88e-03"	"4.1862776"	"-1.851945"	"0.48038592"	"Nop9"	"NOP9 nucleolar protein"
"10562000"	"0.028362"	"2.88e-03"	"-4.1859522"	"-1.852422"	"-0.40190192"	"Psenen"	"presenilin enhancer gamma secretase subunit"
"10533090"	"0.0283742"	"2.88e-03"	"4.1853991"	"-1.853232"	"0.47624883"	"Rfc5"	"replication factor C (activator 1) 5"
"10512125"	"0.0284306"	"2.89e-03"	"-4.1837299"	"-1.855676"	"-0.40088132"	"Psenen"	"presenilin enhancer gamma secretase subunit"
"10373778"	"0.0284403"	"2.89e-03"	"4.1832396"	"-1.856394"	"0.57788757"	"Morc2a"	"microrchidia 2A"
"10472467"	"0.0284499"	"2.89e-03"	"-4.1826025"	"-1.857328"	"-0.74386768"	""	""
"10491197"	"0.0284499"	"2.89e-03"	"-4.1825089"	"-1.857465"	"-0.41187205"	"Gm1527"	"predicted gene 1527"
"10517083"	"0.0284663"	"2.90e-03"	"-4.1818508"	"-1.858429"	"-0.42373837"	"Pigv"	"phosphatidylinositol glycan anchor biosynthesis, class V"
"10541480"	"0.0284767"	"2.90e-03"	"-4.1813438"	"-1.859171"	"-0.48171879"	"Mug1///Mug-ps1"	"murinoglobulin 1///murinoglobulin, pseudogene 1"
"10388010"	"0.0285084"	"2.90e-03"	"4.1803022"	"-1.860697"	"0.68567181"	"C1qbp"	"complement component 1, q subcomponent binding protein"
"10566583"	"0.0285366"	"2.91e-03"	"4.17935"	"-1.862092"	"0.7473885"	"Gm8995"	"predicted gene 8995"
"10394805"	"0.0286723"	"2.92e-03"	"-4.1757048"	"-1.867434"	"-0.54856367"	"Gm9222///2410018L13Rik"	"predicted gene 9222///RIKEN cDNA 2410018L13 gene"
"10558653"	"0.0287351"	"2.93e-03"	"-4.1738929"	"-1.87009"	"-0.69078449"	"Olfr535///Olfr538///Olfr46"	"olfactory receptor 535///olfactory receptor 538///olfactory receptor 46"
"10432101"	"0.0287371"	"2.93e-03"	"4.1734833"	"-1.870691"	"0.57212504"	"Senp1"	"SUMO1/sentrin specific peptidase 1"
"10565288"	"0.0287371"	"2.93e-03"	"4.1733549"	"-1.870879"	"0.40952407"	"Abhd17c"	"abhydrolase domain containing 17C"
"10496872"	"0.0287716"	"2.93e-03"	"4.1722537"	"-1.872493"	"0.5281819"	"Adgrl4"	"adhesion G protein-coupled receptor L4"
"10538271"	"0.0287747"	"2.94e-03"	"-4.1719194"	"-1.872984"	"-0.54263875"	""	""
"10440099"	"0.0287747"	"2.94e-03"	"4.1716895"	"-1.873321"	"0.49023649"	"St3gal6"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"10440574"	"0.0288883"	"2.95e-03"	"4.1684237"	"-1.87811"	"0.59368768"	"Ltn1"	"listerin E3 ubiquitin protein ligase 1"
"10502484"	"0.0288883"	"2.95e-03"	"4.1683078"	"-1.87828"	"0.5130398"	"Pkn2"	"protein kinase N2"
"10561388"	"0.0288883"	"2.95e-03"	"4.1681361"	"-1.878532"	"0.43166855"	"Timm50"	"translocase of inner mitochondrial membrane 50"
"10405785"	"0.0289063"	"2.95e-03"	"4.1674481"	"-1.879541"	"0.51739307"	"Ercc6l2"	"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2"
"10358091"	"0.0289551"	"2.96e-03"	"-4.1657956"	"-1.881965"	"-0.43823801"	"Nav1"	"neuron navigator 1"
"10376358"	"0.0289551"	"2.96e-03"	"-4.1657548"	"-1.882025"	"-0.42289211"	"Sh3bp5l"	"SH3 binding domain protein 5 like"
"10397633"	"0.0290679"	"2.97e-03"	"4.1625152"	"-1.886778"	"0.93607929"	"Flrt2"	"fibronectin leucine rich transmembrane protein 2"
"10537770"	"0.0290679"	"2.97e-03"	"-4.1624872"	"-1.886819"	"-0.50864781"	"Zyx"	"zyxin"
"10486322"	"0.0291314"	"2.98e-03"	"4.1606827"	"-1.889468"	"0.66196861"	""	""
"10412543"	"0.0291738"	"2.99e-03"	"-4.15923"	"-1.8916"	"-0.60741944"	"LOC100861615///Gm3696///Gm3558///Gm10413///Gm3500///Gm10409///Gm3383///Gm3002///Gm2897///Gm10406///Gm3373///Gm3317///Gm5797///Gm5796///Gm5795///Gm5458///4930555G01Rik"	"alpha takusan-like///predicted gene 3696///predicted gene 3558///predicted gene 10413///predicted gene 3500///predicted pseudogene 8348///predicted gene 3383///alpha-takusan pseudogene///predicted gene 2897///predicted gene 10406///predicted gene 3373///predicted gene 3317///predicted gene 5797///predicted gene 5796///predicted gene 5795///predicted gene 5458///RIKEN cDNA 4930555G01 gene"
"10512688"	"0.0291738"	"2.99e-03"	"-4.1591576"	"-1.891706"	"-0.48744766"	"Fbxo10"	"F-box protein 10"
"10512606"	"0.0291994"	"2.99e-03"	"-4.1582882"	"-1.892983"	"-0.4813037"	"Hint2"	"histidine triad nucleotide binding protein 2"
"10582981"	"0.0292586"	"3.00e-03"	"4.1565986"	"-1.895463"	"0.66262061"	"Tfdp1"	"transcription factor Dp 1"
"10591869"	"0.029268"	"3.00e-03"	"-4.1561261"	"-1.896157"	"-0.37733094"	"Herpud2"	"HERPUD family member 2"
"10552208"	"0.0293231"	"3.01e-03"	"-4.1545391"	"-1.898488"	"-0.42032651"	"B230322F03Rik"	"RIKEN cDNA B230322F03 gene"
"10466779"	"0.0293277"	"3.01e-03"	"4.1541852"	"-1.899008"	"0.37567425"	"Pip5k1b"	"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta"
"10409645"	"0.0293557"	"3.01e-03"	"4.1532629"	"-1.900362"	"0.43695598"	"Ubqln1"	"ubiquilin 1"
"10398907"	"0.0293657"	"3.02e-03"	"-4.152633"	"-1.901287"	"-0.49342332"	"Pld4"	"phospholipase D family, member 4"
"10383485"	"0.0293657"	"3.02e-03"	"4.1525353"	"-1.901431"	"0.38007299"	"Gps1"	"G protein pathway suppressor 1"
"10601390"	"0.0293676"	"3.02e-03"	"4.1522471"	"-1.901854"	"0.39481376"	"Pgk1"	"phosphoglycerate kinase 1"
"10471555"	"0.0294465"	"3.03e-03"	"-4.1500887"	"-1.905025"	"-0.83945814"	"Angptl2"	"angiopoietin-like 2"
"10368281"	"0.0294468"	"3.03e-03"	"-4.1498397"	"-1.905391"	"-0.45890744"	"Taar7f///Taar7d///Taar7e///Taar7a///Taar7b"	"trace amine-associated receptor 7F///trace amine-associated receptor 7D///trace amine-associated receptor 7E///trace amine-associated receptor 7A///trace amine-associated receptor 7B"
"10497390"	"0.0294616"	"3.03e-03"	"4.1489799"	"-1.906654"	"0.49145537"	"Armc1"	"armadillo repeat containing 1"
"10375497"	"0.0294616"	"3.03e-03"	"4.1488203"	"-1.906889"	"0.48927025"	""	""
"10604230"	"0.0294616"	"3.03e-03"	"4.1485799"	"-1.907242"	"0.42615852"	"Ap3s1"	"adaptor-related protein complex 3, sigma 1 subunit"
